name,teamSize,budget,workload,importance,completionTime
Skype Shutdown Announcement,14,973000,heavy,4,95
Update Leadership certification webpage,2,66000,manageable,4,95
Young adult recruitment PowerPoint,20,496000,heavy,1,90
New Website Coordinator Process,18,577000,light,7,35
CFAPPs link review,16,493000,light,8,75
Fall 2020 Employee Newsletter,15,556000,manageable,5,95
Mobile Resource Van flyer,16,377000,heavy,2,20
AHO News Release,24,823000,light,2,45
Affordable Housing Operations Flyer,11,351000,light,7,55
Press Release - Haunted Headlights,13,662000,light,1,70
Update Building Effective Teams fillable form,12,787000,light,2,45
HR 2021 training catalog announcement,13,708000,light,2,15
Joint Press Release - Leafline,20,339000,heavy,2,95
October 2020 E Newsletter,25,574000,manageable,9,10
ADR appointment card,4,389000,light,5,60
Group Decision Making Independent Learning fillable form,12,105000,heavy,7,75
MAC_TSOA event,4,686000,heavy,3,15
Power Outage Announcement,13,35000,manageable,3,10
Aging LTC meeting Sept,3,244000,manageable,7,25
Lunch & Learn: Elections,25,751000,manageable,10,40
Press Release - Virtual Talent Show,18,581000,manageable,3,60
EI&R call for awards,16,646000,manageable,8,5
Cybersecurity Officer and Data Analyst LinkedIn Posts,15,368000,manageable,6,25
Essential Express flyer,5,898000,light,7,25
National Recreation Trails photo contest 2020,20,378000,heavy,10,80
Parks and Mental Health Social Campaign,12,557000,manageable,7,85
Press Release: Emergency Foothills Trail Work,8,590000,heavy,10,90
Avaya IX Workplace documentation,3,719000,heavy,3,60
EDD CARES Program Page Updates,23,641000,manageable,2,55
Press Release - EDD CARES Programs Update,20,853000,manageable,2,5
PCTV wins Station of the Year award,13,409000,heavy,6,80
Flag lowering in honor of Justice Ruth Bader Ginsburg,12,220000,heavy,5,75
EI&R event spotlight,19,968000,heavy,10,65
2020 EI&R event messaging #2,12,538000,heavy,4,35
EI&R graphics & webpage,20,443000,heavy,9,55
PEBB open enrollment,23,93000,manageable,8,45
"HR: Burnout, Compassion Fatigue & Vicarious Trauma assessment form",5,647000,manageable,7,55
EI&R Department awards PowerPoint,6,648000,heavy,7,40
EI&R Honoree interviews,16,925000,light,9,75
EXEC PROC: Jim Heishman retirement,12,196000,light,10,35
Coat drive,11,374000,manageable,7,55
Edit letter to voters,9,217000,light,5,30
Washington State Task Force-1 deploying to Oregon to assist with search and rescue,5,252000,manageable,6,65
Zoom/Teams virtual backgrounds,23,162000,manageable,8,30
Workday Fall Update Announcement,22,121000,heavy,10,100
Saturday mobile testing stations postponed,6,876000,heavy,6,55
Flu shot spotlight,18,872000,manageable,7,35
Building Effective Team Independent Learning form,20,983000,light,10,20
Pierce County fire marshal determines Graham fire accidental,21,998000,light,9,60
Fantasy Lights job opportunity,6,131000,light,9,40
On-Boarding Checklist PDF,11,735000,heavy,8,5
Medicare changes place responsibilities on beneficiaries,18,690000,light,4,80
Workshop examines pros and cons of reverse mortgages,6,213000,manageable,7,75
Promote Performance Audit Committee Vacancy,2,747000,heavy,6,40
Self-care is vital when providing care for Alzheimer’s,15,466000,manageable,1,100
Wildfire smoke alert issued for Puget Sound region,22,132000,light,6,30
Joint Park Association Press Release,25,662000,manageable,1,30
Frontier Park Outreach / Survey,13,746000,light,4,75
Video Conferencing page,6,112000,manageable,2,25
,4,474000,light,9,70
Becca Boyle's retirement,22,298000,heavy,4,20
Caregiver Day,6,641000,manageable,4,75
Flu shot project,6,838000,manageable,5,90
Employee engagement/recruitment project,23,328000,manageable,1,85
Youth virtual career event,19,926000,light,8,55
EI Outreach Flyer,18,120000,light,5,80
BTB Covid-Expansion,18,184000,manageable,4,80
Social campaign - parks & mental health,11,573000,heavy,3,90
PIVOT grant application,5,900000,light,6,55
Onboarding/offboarding graphic,23,738000,heavy,6,5
Sept. ADRC E-News,12,700000,heavy,5,90
LTC Networking meeting,2,814000,manageable,5,90
CARES Ads - Geekwire,2,822000,heavy,10,45
CARES video - sanitation,11,371000,light,3,85
CARES Ads - LinkedIn,18,503000,light,10,25
CARES Ads - Facebook,6,326000,light,2,90
Secondary containers: What are they and how to label them,23,694000,light,7,100
Automobile Presentation Graphics,3,98000,heavy,7,40
Website Updates,9,106000,light,4,70
CCB Fall Construction Announcement,18,188000,heavy,2,55
Water Discoloration Announcement,24,637000,manageable,2,35
Media Advisory: Auditor schedules mandatory machine recount,5,735000,manageable,10,5
VRC video,15,850000,heavy,7,50
"WSDOT Traffic Advisory: Overnight closures along I-5, Aug. 28 & 29",23,924000,manageable,10,35
ECEAP newsletter template,17,841000,heavy,6,70
Vendor Questionnaire,22,146000,heavy,4,60
Falls Prevention Proclamation,17,63000,manageable,10,90
Revamp Food Bank webpage for EFN video,12,865000,manageable,8,65
KBTC content,8,134000,heavy,9,85
Parent Online Resource Platform,4,846000,heavy,10,5
Required Courses webpage update,21,46000,light,6,45
Virtual-led classes,24,635000,light,4,15
EA Door Hanger,6,305000,light,1,10
EA Rack Card,7,921000,light,9,20
Pierce County Canvassing Board meeting canceled,2,507000,heavy,2,90
GIS Outage Announcement,21,399000,heavy,6,25
B-25 recruitment,3,293000,manageable,9,25
MHR rack card 2020-2021,15,232000,manageable,7,75
EAM Page Updates,22,863000,light,10,100
Remote Worker Training Video,14,177000,light,7,25
CARES Program landing pages,9,259000,light,10,20
Housing Choice Voucher flyer,18,494000,light,3,100
Auditor seeks to appoint committee members for voters’ pamphlet,17,343000,heavy,5,65
Fall Prevention Awareness,7,521000,manageable,7,65
Smartsheet Support Page,18,343000,manageable,6,40
Martha Keogh's retirement,6,512000,heavy,7,60
Retirement of Giselle Kamieniecki,24,858000,light,10,50
Update CRC Site,2,430000,manageable,8,45
Flag lowering in honor of Trooper Justin Schaffer,18,872000,manageable,7,85
SV room name surveys,5,363000,manageable,4,100
Media Advisory: COVID-19 prompts changes for media onsite at Pierce County Elections,6,33000,heavy,10,35
COVID-19 Business Survey Result Release,16,151000,light,2,10
N Lake Tapps Press Release,7,328000,heavy,4,95
Burn ban goes into effect Thursday morning in unincorporated Pierce County,15,264000,heavy,6,95
Virtual Preparedness Camp Promotion,16,766000,heavy,7,5
ADA 30th Anniversary Sidewalk Election Center,13,887000,manageable,8,70
Technology Security Training,16,265000,heavy,10,100
Parks virtual camp,18,66000,manageable,6,35
Gerry Olson retirement,2,664000,manageable,4,50
Stair signage,11,272000,manageable,5,10
CARES Program Social Campaign,5,508000,manageable,10,10
Conservation Futures Board Position Promotion,19,856000,light,6,85
Face covering information for employees,16,527000,light,10,10
Workshop provides guidance on essential legal documents,10,302000,heavy,10,20
Standing Ovation Awards nomination announcement,4,91000,heavy,9,75
Finance Payment Drop Box,14,109000,light,7,5
Comcast advertising,6,714000,heavy,6,25
EI Virtual Screening Banner,17,803000,heavy,1,60
CARES EDD Social Media Stats,18,952000,heavy,8,55
LinkedIn Congratulations to Interns Post,16,894000,manageable,9,10
Office 365 Class Promotion,17,247000,heavy,5,40
IT Standing Ovation Awards,7,59000,light,8,15
Summer 2020 newsletter,21,950000,manageable,4,5
Equity In Motion forms,18,521000,manageable,2,80
Standing Ovation Awards fillable score form,8,921000,manageable,7,50
Essential Documents,11,404000,manageable,8,35
Alzheimer's Conference,10,241000,heavy,7,100
OMG Now What?,18,695000,light,4,40
Pierce Trips News,2,709000,light,10,65
CARES Programs Rebranding,4,537000,heavy,1,50
Grace Kingman retirement,10,80000,manageable,3,45
Workforce Virtual JobFest,25,861000,light,1,40
CCB PA Test Our Family Announcement,25,454000,heavy,6,5
Carbon River Plan & Wilkeson Kiosk Press Release,4,130000,light,10,20
CARES Project Report Graphics,9,857000,manageable,2,25
Veterans Mailers - EDDM,7,416000,manageable,9,5
VECA radio advertising,21,323000,manageable,10,50
Summer ECEAP flyer,3,71000,heavy,10,10
Carbon River Cooperative Plan Presentation Review,9,738000,manageable,6,80
Standing Ovation Awards reminder,25,857000,heavy,3,30
Quarantine 19k Run Announcement,23,200000,manageable,10,85
Web form updates,21,833000,manageable,1,30
Supervisor Essentials fillable forms,16,884000,light,4,25
Scott Hall retirement,25,71000,light,1,15
Survey Impact of COVID- 19 on Non-profits,20,38000,manageable,9,85
Project to increase pedestrian safety along 12th Avenue South and 124th Street South starts July 6,24,502000,heavy,2,20
Patty Griffith's retirement,6,62000,heavy,4,15
Fillable Leadership Basics Independent Learning form,22,786000,manageable,7,10
Karen Platt's retirement,21,68000,light,2,20
Intranet carousel (new/ improved Want Ads and PERSON Search),7,906000,heavy,9,50
Media Analysis: PPE Giveaway,2,730000,light,8,50
COVID-19 Maintenance/Operations Announcement,12,507000,manageable,6,35
Parks June 22 Press Release,16,112000,manageable,4,80
Carbon River Postcard,17,243000,heavy,2,70
2020 Virtual Pride Video,21,403000,light,4,95
Wilkeson street signage,22,640000,manageable,3,70
Virtual Supervisor fillable PDF forms,17,206000,light,3,65
EI&R Save the date,5,659000,light,9,80
EI&R event webpage,17,138000,manageable,3,55
Decommissioned vehicles and heavy equipment to be auctioned,13,244000,heavy,2,60
Business PPE Giveaway Photos,19,550000,heavy,9,70
Various Website Updates,10,543000,light,9,80
Kathleen Barnett's retirement,19,263000,heavy,1,45
Elder Abuse Awareness Day post,14,252000,manageable,9,35
DEI recommended reading resources,16,609000,light,9,45
Update unemployment benefits fraud webpage,6,797000,manageable,9,95
Medicare and COVID-19 Webinar,23,968000,light,1,75
Social Security Disability Webinar,12,490000,manageable,1,15
Wilkeson Signage,7,163000,light,8,25
Homeless CARES Act Funding Q&A,12,668000,manageable,10,70
Pierce County Parks offers more ways to play in Phase 2,3,887000,heavy,10,80
Chuck Buzzard's retirement,13,107000,light,3,35
LTC OMBUD outreach mailers,9,627000,heavy,10,15
ECEAP advertisements 2020,4,843000,light,7,35
Employee Engagement survey messaging,8,327000,light,1,25
Return to Work Safely update to employee COVID-19 page,12,795000,manageable,10,40
Preparing employees for safely returning to work in Phase 3,23,297000,manageable,4,20
County-issued badges required at work,21,183000,manageable,3,15
UPDATE: Protest to take place at County-City Building,19,150000,heavy,5,75
Gina McAlpine's retirement,22,949000,heavy,3,75
"Protest to take place at County-City Building Thursday, June 4",4,572000,light,1,30
Pierce Trips News email,18,14000,light,2,65
Department PowerPoint Template,6,517000,manageable,1,40
Park restrooms reopening press release,7,700000,manageable,10,30
EI Webpage Update,23,474000,manageable,9,25
EI Screening Flyer,4,170000,heavy,4,15
Retirement of April McComb,22,561000,light,7,50
Retirement of Ed Fauxbel,21,331000,light,1,45
Rental Assistance Cards,25,109000,heavy,7,85
Community Action Month - Social Media,3,595000,heavy,1,50
LTC networking and ADRC ENEWS,12,809000,manageable,10,90
Standing Ovation Awards extension,23,997000,light,9,85
2020 Department Engagement survey,10,985000,heavy,1,100
Online applications,7,78000,manageable,1,45
CCB Road Construction & Parking Update,22,459000,manageable,9,30
CARES funding Applications,4,261000,light,4,35
Back to Work Resource Page,17,403000,manageable,6,75
Senior Nutrition flyer,17,924000,manageable,9,60
Flag lowering in honor of Memorial Day,6,426000,manageable,5,60
Decommissioned vehicles and heavy equipment to be auctioned,12,606000,heavy,1,25
Free PPE website with request form,6,311000,heavy,2,35
Free PPE for businesses press release,23,332000,heavy,6,85
Congrats 2020 graduates,6,214000,light,3,80
Pierce Trips news,6,426000,light,1,50
Pierce County Fair goes virtual in 2020,12,250000,heavy,6,60
Unemployment benefits fraud webpage,6,470000,light,9,35
Peace Officers Memorial Day,10,366000,light,2,75
Open Checkbook Video,25,225000,manageable,10,75
Microsoft Teams Webinar Promotion,8,967000,manageable,6,35
UPDATE: Fraudulent unemployment claims,21,444000,light,2,80
Telecommuting survey message to management,16,675000,heavy,6,80
Flyers for current Resource Stewardship projects,24,758000,manageable,1,15
Create telecommuting survey to management,7,575000,manageable,5,20
Correctional Officers Week #2,22,56000,manageable,6,20
Reopening phases newsletter,6,255000,light,8,100
Correctional Officers Week,19,352000,manageable,2,15
Garage Use Notification (S. Yakima Ave),21,281000,manageable,5,15
Rules Sandwich Board 24x18,25,316000,light,6,20
2020 Standing Ovation Awards,18,185000,manageable,9,80
Park Regulations Postcards,24,645000,light,7,90
Infographic: Parks Reopening Regulations,4,547000,heavy,6,60
Parks Reopening Press Release,24,266000,heavy,9,15
BH program review,12,303000,heavy,7,95
Homeless Resources during COVID-19 flyer,24,921000,manageable,6,95
LTC Networking - May,22,786000,light,1,65
ADRC E- News May 2020,22,764000,heavy,5,20
Workday process change message,6,386000,heavy,3,30
Update COVID19 Parks PowerPoint,11,121000,manageable,6,100
Retirement of Beth Manley,14,223000,heavy,7,25
DAC logo,20,897000,light,4,50
Review 2019 Parks Report,13,76000,manageable,2,25
EOC COVID-19,9,291000,manageable,2,100
Messaging Comparison,3,192000,heavy,8,10
Specialized Recreation Group Announcement,21,159000,manageable,8,10
Update Website - 950 Building Documents & Pics,11,322000,manageable,2,25
2020 Communications Plan,14,827000,manageable,9,20
Emergency Alarm Test,18,312000,heavy,6,50
Passing of Rod Amell,3,499000,heavy,7,70
Senior Nutrition rack card- COVID,22,761000,light,8,5
ECEAP materials,24,897000,manageable,4,85
Unpaid Leave Standby Status,22,492000,light,4,50
Pierce County Law Library receives prestigious community engagement award,6,33000,manageable,6,100
21-Day Wellbeing Challenge campaign,17,160000,light,7,15
Homeless Youth Map,3,243000,manageable,5,25
Senior Farmers Market,15,959000,heavy,4,20
Standing Ovation Awards campaign,5,31000,light,7,20
Pierce Trips News Updates,4,450000,light,1,30
PIT Count Results Release,24,705000,light,3,85
Awards and Recognition webpage,11,613000,light,7,60
HERO Award form,17,777000,manageable,8,70
2020 Spring Newsletter,9,760000,manageable,7,95
CCB District Court fire alarm testing,18,161000,heavy,3,55
COVID-19 leave mesaging,8,305000,light,9,5
Dirt Ad,16,597000,light,8,40
Jail food service flyer,7,805000,heavy,10,10
Employee Assistance Program resource for employees,8,979000,manageable,2,55
CDBG Week,17,781000,heavy,10,5
COVID-19 intranet info page for employees + links,3,469000,heavy,9,75
Update to the Families First Coronavirus Response Act (FFCRA),13,114000,light,6,5
COVID-19 Funding Application,22,170000,light,10,90
Mature Media Awards Submissions,24,530000,heavy,8,5
Veterans COVID-19 expansion - Facebook Ad,15,324000,heavy,9,20
ADRC E-Newsletter - April 2020,16,869000,manageable,10,20
Bring Your Child to Work Day canceled + resources for employees caring for kids,10,863000,manageable,4,65
ECEAP videos,3,141000,light,8,75
Love to Ride Wrap-up email,7,213000,manageable,3,55
LTC Networking Meeting - April 2020,4,148000,manageable,7,15
"Current COVID-19 Work, Stay Home Order, and Leave Guidance",10,88000,manageable,8,90
Change in security service vendor,11,706000,heavy,4,85
21-Day Wellbeing message,9,154000,light,4,30
DEI Video Editing,17,892000,heavy,3,40
LTC Ombudsman Complaint Form,13,493000,manageable,9,60
Teleworking resources wepbage,12,455000,manageable,8,55
Video Best Practices Guide,24,647000,light,10,30
Workday Video Update,16,345000,light,9,90
21-Day Wellbeing Challenge campaign,15,983000,light,5,30
Remote learning marketing,5,195000,light,4,35
E3 Webpage Update,16,38000,heavy,3,85
COVID-19 teleworking webpage,23,693000,light,10,20
OUR FAM COVID-19 telework message,7,23000,light,10,15
CAB virtual meeting,12,989000,manageable,9,75
Grant coordinator job opening,15,551000,light,5,55
OpenText Page Redesign,13,532000,light,8,50
First Aid/CPR training classes canceled,7,339000,manageable,2,95
Intranet redesign,2,127000,heavy,7,15
IT Remote Access Support,10,308000,heavy,3,5
Supervisory training,25,658000,manageable,10,80
BYCTWD documents,20,379000,heavy,4,65
#1 Bring Your Child to Work Day message #1,8,179000,manageable,8,20
COVID-19  communications support,6,377000,manageable,7,25
COVID-19 communications support,24,116000,manageable,5,35
CAP form improvements,4,388000,light,7,80
Paid Family and Medical Leave (PFML) information for HR Partners and Timekeepers,18,287000,light,9,75
Job Fair/Career Event campaign,23,529000,light,6,90
Powerful Tools 2020,3,298000,light,10,65
Printing Services,13,973000,light,5,70
ADRC E-News March 2020,4,805000,manageable,8,90
LTC-Providers Network,7,803000,heavy,1,45
Bus Advertisements - Energy,19,31000,manageable,10,20
Energy Facebook Advertisements,24,272000,heavy,1,75
Award Recognition Certificate,6,414000,light,1,60
Recharge Room Posters,12,597000,light,9,90
Evacuation Posters,17,632000,manageable,7,100
Staff Development Day games,5,439000,heavy,4,80
ECEAP staff recruitment flyer,15,965000,light,6,90
Vanpool subsidy increase,10,743000,light,10,75
"Pierce County Council adopts county's Parks, Recreation and Open Space Plan",3,30000,heavy,6,90
February Blog,17,871000,light,4,30
Media Advisory: Presidential Primary Election at a glance,6,72000,manageable,8,65
"Seventh annual Wedding Showcase returns to the ESB, March 1",10,873000,manageable,10,80
Enroll in Weight Watchers at work,14,185000,manageable,10,80
Reverse Mortgages Workshop,10,122000,light,4,10
Images of Aging - March 2020,25,830000,light,9,45
Women in Leadership- Dr. Keith,2,328000,light,9,30
E-Newsletter,23,402000,manageable,9,80
Women in Leadership- Dona Ponepinto,19,706000,light,6,15
E-Newsletter- Homelessness,10,813000,heavy,6,40
Women In Leadership,20,971000,light,3,50
Talking Points,5,850000,heavy,10,20
E-Newsletter,13,633000,heavy,5,65
2020 Communications Framework,7,187000,light,1,90
Behavioral Health Blog,19,50000,heavy,1,90
Mayors letter edits,15,937000,manageable,4,50
1/10th Webpage Creation,21,738000,heavy,9,40
KeyPen News Interview 1/10th,8,518000,heavy,8,100
Channel253 Interview 1/10th,19,491000,manageable,2,45
News Tribune Editorial Board,21,895000,heavy,1,10
Opioid Summit Webpage Update,20,424000,heavy,5,25
Will Stone Interview-KNKX,5,853000,light,7,70
Printed Newsletter,5,285000,manageable,1,100
NextGen Cards,8,659000,light,3,65
NextDen Webpage,13,483000,heavy,5,50
Update EI Form,24,634000,heavy,6,35
Strategic Alliance Presentation,24,381000,light,2,50
Job Fair/Career Event web landing page,8,996000,heavy,10,25
PIT Count Volunteer Certificates,16,658000,manageable,1,100
Pierce County job fair news release,24,314000,heavy,2,45
Pierce County Job Fair flyer,16,502000,heavy,9,90
ADRC Rack Card Update,6,983000,manageable,1,5
Minor Home Repair Rack Card Update,13,380000,heavy,8,80
PCHS Video Library,4,337000,light,7,95
5 Wishes,19,170000,manageable,10,10
Love to Ride campaign reminder,20,369000,light,9,10
Love to Ride Intro,25,518000,light,8,5
ECEAP/Energy flyer,13,160000,light,2,70
ADR Video Library,5,793000,light,7,35
Feb 2020 LTC Providers agenda,6,233000,heavy,7,20
February 2020 ADRC Enews,18,301000,heavy,6,65
Retirement of Ross Vernieuwe,25,214000,manageable,9,50
Census Outreach,14,893000,heavy,10,35
School funding increases Pierce County property taxes,25,218000,manageable,7,70
Public invited to help design Pipeline Trail,25,15000,heavy,2,35
Retirement Connection ads,13,707000,heavy,5,20
Housing Resources for Older Adults Rack Card,18,863000,light,6,75
Public invited to help design Parkland Community Trail,15,181000,light,5,75
Volunteers for Colorful Cooking Made Easy,14,608000,manageable,5,85
First Aid/CPR classes,20,387000,light,5,100
Intranet Rights for David Blake (new employee),17,693000,light,1,25
First Aid/CPR classes,9,404000,heavy,7,80
Media Advisory: Election at a glance,19,500000,heavy,1,55
W-2 Documents,16,392000,heavy,1,80
Martin Luther King Jr. holiday closure,11,309000,light,8,15
E3/group participation flyer,3,255000,manageable,4,5
Printing Guidelines board,25,154000,light,5,60
PCHS Homeless Action plan,13,191000,manageable,1,50
VRC logo,24,297000,heavy,8,45
OMG Now What Spring 2020,14,849000,light,5,85
Merry Christmas E-list,5,170000,light,10,95
Happy Holidays E-List,21,358000,heavy,9,30
One tenth of One Percent for Behavioral Health,11,434000,light,6,100
Purchase email addresses,17,68000,heavy,1,45
Volunteer for a board or commission e-list,17,721000,light,2,15
Behavioral Health Survey E-list,19,897000,manageable,3,75
Shatter Dreams e-list,16,225000,heavy,9,15
Instructor Cadre Recruitment Announcement,8,384000,manageable,8,5
Video Series Update and Posting,4,312000,manageable,8,25
State Legislature Appointment,2,903000,heavy,1,10
ISI West Coast Championships,15,883000,light,2,75
Nollmeyer Lane vehicle gate maintenance,15,813000,heavy,5,20
93 Volunteer Recognition Brunch certificates,14,486000,heavy,6,70
Letter to VRB nominators,4,694000,light,6,60
Letter to VRB winners,13,618000,light,1,75
Exec Proclamation: Grant “Smitty” Smith,16,795000,light,10,100
Decommissioned vehicles and heavy equipment to be auctioned,23,625000,manageable,4,70
Purchase Request Form,18,566000,heavy,2,25
PCHS Highlights for 2020 SOTC,25,898000,light,1,65
Veterans Window Poster,9,581000,heavy,10,80
Grand Cinema Ad,13,861000,light,2,95
Inclement weather policy,15,461000,light,5,35
Employee performance management available,9,40000,light,5,50
County Employee PRA & Records Management PowerPoint,7,44000,heavy,10,90
Debbie Young's retirement,21,795000,heavy,5,60
Pierce Trips News,25,495000,light,5,55
January Blog,17,756000,light,9,40
Winter ECEAP promo,21,692000,light,1,40
Talking with your Doctor,4,901000,light,5,50
Judge Hickman retirement,17,619000,light,4,5
Retirement of Peggy LovellFord,20,57000,heavy,2,75
Flag lowering to honor Deputy Cooper Dyson,14,116000,light,8,25
Performance Management spotlight on intranet,18,736000,manageable,9,45
2020 Employee required training webpage,24,620000,light,6,100
2020 PIT Count News Release,3,623000,manageable,4,75
Behavioral Health Website,20,308000,manageable,5,50
IAM Local #297 Dec. 17 meeting update,20,738000,heavy,8,80
Sage Table - January 2020,22,348000,light,9,80
Planning Commission adds meetings on community plan updates,18,455000,manageable,8,45
Army vs Navy results,18,789000,manageable,2,30
Strategic Priorities/Accomplishments brochure,10,547000,heavy,10,85
2019 Year End Review Document,4,958000,heavy,2,65
Media advisory: Auditor seeks to appoint committee members for voters’ pamphlet,2,361000,manageable,9,20
Employee required training webpage,2,768000,manageable,9,85
BTB Rack Cards,24,670000,manageable,8,70
Visitor Badges,3,464000,heavy,7,45
Army Navy Food Drive,3,957000,manageable,6,50
Feedback to Strategic Alliance Data Rollout,16,416000,heavy,7,45
Behavioral Health Survey Intro paragraph,6,616000,heavy,2,45
Affordable Housing Consortium Talking Points,23,910000,heavy,8,5
Broadband,2,996000,manageable,2,30
Lakebay Marina Media Relations,20,414000,light,3,85
Sample of newsletters print out,15,183000,heavy,1,65
NextGen logo and rollout strategy,7,234000,light,3,5
Biennial Budget Press Release,17,374000,manageable,9,65
Doug Richardson In-District,21,653000,light,3,5
Council Meeting Social media,18,973000,manageable,8,45
Media Relations for Jason Rantz Interview,22,933000,manageable,2,70
Jason Rantz,8,873000,heavy,9,75
Doug Christmas Card,8,501000,heavy,5,20
I976 Accurate Information,17,541000,manageable,9,30
Social Media for Council meeting,5,983000,heavy,3,50
I-976 Media Relations at Council meeting,23,680000,heavy,4,85
IAM Local 297,10,408000,heavy,5,40
IAM Local 297 12/18 update,3,723000,heavy,10,35
IAM Local 297 12/4 & 12/9 updates,13,825000,light,7,95
PCHS Employee 2020 Winter Newsletter,22,620000,light,4,100
PEBB Updates image banner,20,665000,heavy,3,50
Milestone Rewards email,2,700000,manageable,3,5
Wheel Options email,4,298000,light,8,35
Susan Stowe's retirement,5,589000,heavy,3,50
December blog,9,201000,heavy,8,65
Reminder to nominate a volunteer for recognition by Dec. 16,5,133000,heavy,3,10
Superior Court invites you to Philip E. Thornton's swearing-in ceremony,23,712000,manageable,3,40
Budget Podcast,15,659000,manageable,7,15
Pierce County Parks and local hotels offer holiday staycation package,15,526000,light,8,100
ADR PPT Presentation,25,851000,light,1,55
You can now add the 2020 holidays to your Outlook Calendar,3,722000,light,6,60
Flag lowering in honor of Pearl Harbor Remembrance Day,2,545000,light,3,5
December poster,25,224000,heavy,2,5
Pierce County to continue mobile voting after successful military pilot,19,957000,heavy,6,35
Sheree Clark executive proclamation,8,197000,light,1,45
Tree lighting reminder,9,103000,light,6,25
IAM Local 297 11/18 update,20,329000,light,3,100
IAM Local 297 11/15 update,25,852000,manageable,3,35
25th annual Fantasy Lights drive-thru experience opens Nov. 28,17,700000,heavy,6,35
Mandatory Recount Press Release,6,340000,light,1,45
New Business Cards,13,380000,light,1,55
Engage Pierce County Photos,20,471000,manageable,6,100
Census Website Updates,10,416000,heavy,1,15
New Social Media Scheduling Tool,20,948000,light,1,60
Census Website Roster Edits,5,800000,manageable,9,50
Therapeutic Court Program 25th Anniversary Social Post,18,868000,light,1,10
Promote PPW Graphic & Web Designer Position on Social,9,72000,manageable,3,90
Licensing In-Service Day PPT and Videos,7,103000,light,8,30
Q3 Performance Measures for Social,18,969000,manageable,8,15
Convert Census Banners into Social Optimized Sizes,24,812000,light,3,50
Jurisdiction of the Year OurFamily/Press Release,10,416000,heavy,8,50
Animal Subagent Website Updates,18,920000,manageable,2,75
Media Advisory: Auditor schedules mandatory machine recounts,11,845000,light,1,65
Tacoma Pro Bono Night Award on Social,11,93000,light,2,80
Change Primary Language Text to actual Primary Language,8,581000,light,9,30
Content for Spec. Populations Census Webpages,18,269000,heavy,7,75
Add 15-minute Census Training Video to Website,15,591000,manageable,8,80
African American Census Banners,15,478000,heavy,5,95
Website RCW Addition,6,173000,light,5,20
In-Service Day Closure Communications,23,897000,heavy,4,95
ACAC Proclamation Post,8,485000,light,5,35
Schedule Fire Prevention Week Posts,25,53000,manageable,10,65
Military Benefits Brochure Updates,15,903000,light,4,45
Updated Business Cards,16,722000,heavy,7,10
POA Training Videos,16,88000,manageable,1,75
WACO Presentation,19,348000,manageable,9,30
Budget Book Cover Art Mockup,6,456000,manageable,10,10
Public Record Requests intranet page,6,656000,light,1,65
ADRC E-News December 2019,22,634000,manageable,6,35
ADR LTC Networking,5,643000,heavy,2,5
Upside Handbill,17,866000,manageable,1,95
Special Meeting e-list notification,18,523000,manageable,4,20
Discount tickets to Sesame Street Live! Make your magic,10,426000,light,2,90
Payroll End of Year Reminders,22,923000,light,9,55
2-1-1 website update AND graphics,13,288000,manageable,10,40
News release template in Word,11,272000,light,10,60
End-of-year vacation carry forward reminder,7,70000,heavy,4,95
Pierce County to celebrate 10 newly expanded families on Adoption Day,12,60000,light,6,95
Annual tree lighting invite,19,346000,heavy,5,85
"Update PIT website, SM toolkit",9,69000,manageable,1,35
FCSP ads round 2,6,417000,light,7,35
Flag lowering,6,367000,light,6,30
Volunteer Recognition Brunch nomination reminder,8,792000,light,7,80
Retirement of Sheree Clark,9,302000,light,1,85
ECEAP video boost,9,130000,heavy,3,40
Construction work to occur through the weekend in the CCB,23,109000,manageable,2,25
Fantasy Lights Walk,15,661000,light,1,30
Holiday Ads,5,253000,manageable,6,90
Eatonville ECEAP event,14,535000,manageable,8,15
PIT Count Registration,21,39000,light,9,85
Veterans Day Blog,16,828000,light,10,25
Open Pierce County,2,645000,light,3,45
WA Teamsters & PEBB header and template,5,614000,heavy,3,20
Military service reporting/update Workday employee record (message #2),5,110000,light,6,20
November mobile blood drives,10,583000,heavy,7,85
UW Husky Men's Basketball discount,5,58000,heavy,10,25
Survey - flyers,5,263000,light,4,35
Eatonville open house,21,909000,manageable,3,65
Army vs. Navy message to employees,10,916000,manageable,3,90
Army vs. Navy flyer for directors,25,926000,manageable,4,15
Update Leadership Pyramid image,14,28000,manageable,4,65
New employee required training infographic,11,679000,light,4,80
Rainier Flow Chart,10,413000,heavy,6,30
Golden Given Road East and 104th Street East intersection to change to all-way stop in early November,10,939000,light,6,100
Driving Miss Daisy event,25,245000,light,3,95
Driving Miss Daisy - Images of Aging,15,138000,heavy,2,15
Passing of Bob Wagner,8,50000,light,6,60
Veterans Day events poster,2,916000,heavy,7,30
Call for Halloween costumes,17,770000,light,6,35
Volunteer Recognition call for nominations #1,18,332000,heavy,6,15
ADRC E-News November,16,568000,manageable,10,35
LTC meeting,8,681000,light,7,20
Workday military status update,22,808000,heavy,7,40
Active Shooter training flyer,12,122000,heavy,5,40
Active Shooter training available,17,606000,manageable,2,25
Pierce County road crews prepare for winter weather,25,634000,heavy,9,65
Web and Graphic Designer Public Information Specialist Job Posting,19,832000,heavy,4,25
Meltwater Contract Dispute,16,492000,heavy,1,40
